ed,cuomo,molinaro,votes18,voters18,pct_dem_rvs18,pct_rep_rvs18
49045,64,50,123,305.0,48.9,21.6
49046,42,35,81,234.0,53.8,17.9
49047,263,96,387,1053.0,51.7,13.2
49048,213,170,402,1029.0,46.6,22.0
49049,225,155,395,1028.0,48.3,17.8
49050,242,125,384,928.0,54.7,12.8
49051,204,136,363,865.0,48.6,21.3
49052,144,123,281,757.0,50.3,20.3
49053,255,238,511,1024.0,46.0,25.7
49054,155,161,330,696.0,45.4,28.6
49055,94,37,138,405.0,49.9,9.6
49056,22,5,30,93.0,49.5,14.0
49057,48,58,116,276.0,58.0,21.0
49058,187,107,311,1034.0,46.6,17.1
49059,209,95,328,1043.0,50.2,14.2
49061,133,41,195,756.0,55.4,7.4
49062,131,48,193,815.0,50.8,6.1
49063,156,153,320,594.0,46.1,26.6
49064,113,44,159,495.0,52.9,15.8
49065,174,120,307,748.0,47.5,23.4
49066,125,34,168,818.0,53.8,8.1
49067,107,21,136,563.0,62.7,6.9
49068,58,39,106,544.0,48.3,9.4
49069,116,59,188,595.0,49.4,16.3
49070,193,98,313,882.0,52.7,13.3
50001,69,28,109,641.0,84.7,6.6
50002,500,39,601,1010.0,66.8,6.9
50003,605,41,718,1285.0,70.9,5.4
50004,248,32,319,618.0,66.0,8.1
50005,510,42,618,1128.0,68.1,6.8
50006,458,28,550,1048.0,67.7,5.2
50007,366,35,431,774.0,66.9,6.5
50008,451,34,540,1005.0,67.4,7.1
50009,475,42,571,987.0,65.8,9.6
50010,413,37,502,1006.0,63.3,8.8
50011,183,20,210,745.0,85.4,3.8
50012,380,50,487,896.0,64.2,7.0
50013,4,0,6,8.0,75.0,0.0
50014,188,1,196,410.0,82.4,4.1
50015,319,38,398,732.0,65.0,8.2
50016,370,9,395,925.0,80.2,3.9
50017,362,17,406,952.0,78.2,4.1
50018,349,35,417,705.0,69.1,7.5
50019,386,29,468,848.0,67.8,8.7
50020,392,31,454,753.0,70.0,8.5
50021,537,60,662,1096.0,68.2,9.0
50022,302,42,383,663.0,64.3,9.7
50024,3,0,6,10.0,90.0,0.0
50025,162,7,188,386.0,71.0,6.5
50026,508,49,614,1004.0,66.4,6.6
50027,498,62,642,1084.0,65.4,10.1
50028,435,43,543,1087.0,63.1,8.0
50029,437,44,547,883.0,68.5,5.8
50030,437,47,551,1030.0,63.6,8.9
50031,396,53,511,956.0,63.0,9.8
50032,419,64,526,988.0,63.6,10.4
50033,484,47,610,1092.0,66.5,7.5
50034,394,31,472,956.0,60.5,9.7
50035,390,48,496,1007.0,63.0,9.8
50036,351,32,405,795.0,62.6,7.9
50037,643,44,721,1266.0,61.8,8.7
50038,413,37,508,1023.0,64.5,6.7
50039,471,28,541,967.0,64.1,6.7
50040,491,27,555,1043.0,62.4,7.0
50041,418,55,522,1025.0,63.5,9.7
50042,427,46,541,956.0,67.4,7.9
50043,417,19,466,853.0,66.7,6.7
50044,384,27,463,832.0,67.7,5.8
50045,87,8,112,196.0,72.4,7.1
50046,512,29,584,1010.0,67.5,5.6
50047,409,26,475,735.0,71.4,6.1
50048,484,55,592,1307.0,71.1,6.2
50049,195,15,230,530.0,70.9,4.7
50050,370,21,430,904.0,72.3,4.3
50051,303,8,345,852.0,79.1,3.4
50052,385,14,437,961.0,81.6,3.1
50053,356,22,404,731.0,72.4,3.8
50054,266,16,315,676.0,70.9,4.1
50055,86,9,97,291.0,76.3,5.8
50056,120,4,136,355.0,80.6,3.4
50057,198,21,237,740.0,83.8,5.0
50058,167,40,214,708.0,85.7,5.2
50059,349,33,407,984.0,76.3,6.2
50060,149,33,189,761.0,82.1,4.9
50061,230,26,271,945.0,85.0,5.6
50062,186,9,198,611.0,85.1,3.6
50063,195,55,263,991.0,84.3,4.9
50064,64,29,103,619.0,81.4,7.8
50065,73,38,120,715.0,84.3,6.9
50066,42,27,71,999.0,84.5,7.2
50067,34,21,59,623.0,86.2,5.5
50068,101,18,122,642.0,84.6,4.4
50069,103,39,146,752.0,85.5,6.1
50070,39,17,60,483.0,88.4,5.8
50071,10,14,25,344.0,87.8,4.7
50072,57,32,100,926.0,80.5,6.5
50073,25,49,76,891.0,84.8,6.8
50074,59,46,106,1010.0,85.6,7.3
50075,53,38,98,900.0,84.2,5.9
50076,112,33,157,853.0,84.4,5.9
50077,59,50,110,919.0,82.4,9.1
50078,79,46,129,921.0,80.9,8.6
50079,21,26,48,672.0,85.4,5.7
50080,75,23,114,830.0,87.1,4.2
50081,36,4,43,163.0,79.8,9.2
50082,29,26,63,520.0,83.8,5.8
50083,192,25,230,738.0,81.4,4.6
50084,62,7,78,148.0,73.0,8.1
50085,100,2,123,281.0,68.7,3.9
50087,84,2,101,198.0,70.2,3.5
50088,90,1,108,180.0,73.3,1.7
50089,452,12,510,982.0,74.9,3.1
50090,332,16,379,776.0,71.0,3.2
50091,334,8,385,742.0,77.1,3.2
50092,387,13,440,798.0,80.2,2.5
50093,76,0,88,173.0,76.3,2.3
50094,64,8,75,174.0,79.3,2.9
50095,480,29,577,1053.0,66.3,8.3
50096,465,21,534,980.0,67.9,5.0
50097,415,14,479,833.0,68.1,5.9
50098,265,18,309,635.0,72.3,4.6
50099,384,19,443,834.0,74.9,3.0
50100,37,20,60,625.0,86.1,5.9
50101,352,23,391,640.0,68.4,6.2
50102,142,28,192,376.0,64.6,14.9
51001,386,38,462,1077.0,68.5,7.0
51002,235,47,298,1039.0,59.7,7.9
51003,321,37,381,1056.0,61.8,8.3
51004,264,28,310,912.0,67.5,6.1
51005,276,46,336,978.0,65.2,6.1
51006,191,35,246,898.0,65.0,5.7
51007,537,42,641,953.0,71.5,6.0
51008,194,6,216,366.0,69.7,4.4
51009,84,19,106,333.0,63.1,7.8
51010,58,4,68,213.0,71.8,6.6
51011,448,20,518,845.0,71.6,6.0
51012,408,31,495,912.0,72.5,5.3
51013,316,12,370,605.0,71.6,3.1
51014,186,90,296,831.0,62.3,13.0
51015,187,109,321,803.0,59.3,17.6
51016,169,131,308,944.0,59.0,16.4
51017,172,30,222,693.0,56.9,10.1
51018,6,1,8,29.0,69.0,6.9
51019,20,13,35,115.0,52.2,16.5
51020,402,33,477,810.0,70.2,6.8
51021,86,6,102,178.0,69.1,7.9
51022,90,4,103,169.0,71.6,3.6
51023,317,26,379,786.0,73.2,5.7
51024,169,120,300,498.0,55.0,19.5
51025,0,2,2,5.0,60.0,40.0
51026,178,120,322,551.0,52.8,21.4
51027,75,20,101,374.0,57.5,9.6
51028,47,15,66,200.0,52.5,13.0
51029,281,42,343,1099.0,61.7,8.9
51030,160,34,223,655.0,60.8,7.6
51031,250,39,310,878.0,65.3,7.3
51032,197,40,254,868.0,67.6,6.3
51033,293,36,352,1094.0,68.3,6.7
51034,206,35,254,907.0,66.0,7.1
51035,336,22,389,1001.0,73.6,6.3
51036,334,18,371,995.0,72.0,5.5
51037,308,33,381,990.0,73.8,7.2
51038,397,31,474,1057.0,70.4,7.9
51039,338,22,390,863.0,73.1,6.5
51040,457,38,545,1066.0,73.7,6.0
51041,454,30,539,1051.0,72.2,7.1
51042,518,26,591,1033.0,73.0,5.2
51043,257,12,287,528.0,71.8,5.7
51044,127,5,146,266.0,73.7,6.4
51045,13,0,16,26.0,80.8,3.8
51046,19,0,23,33.0,78.8,0.0
51047,163,47,225,619.0,60.4,11.6
51048,3,1,5,16.0,81.2,6.2
51049,387,16,454,732.0,75.3,3.7
51050,142,7,164,494.0,69.4,6.1
51051,317,39,383,1019.0,69.7,8.3
51052,175,13,204,631.0,71.5,5.2
51053,212,20,259,542.0,67.0,8.7
51054,272,11,301,734.0,77.4,5.7
51055,412,24,470,839.0,69.6,4.1
51056,9,1,10,42.0,61.9,4.8
51057,19,1,21,96.0,58.3,14.6
51058,107,6,118,340.0,60.9,9.1
51059,246,49,313,662.0,60.7,11.8
51060,260,40,322,858.0,62.8,9.6
51061,286,77,389,873.0,55.4,12.0
51062,279,123,427,763.0,57.9,16.8
51063,287,64,371,987.0,62.3,10.9
51064,266,24,308,859.0,71.9,6.5
51065,298,26,342,1027.0,68.2,6.6
51066,221,17,252,722.0,69.8,6.6
51067,264,26,305,857.0,71.8,7.0
51068,106,9,134,211.0,69.7,6.6
51069,276,9,305,724.0,78.9,3.5
51070,330,4,347,930.0,76.6,4.4
51071,339,13,361,953.0,80.8,3.6
51072,406,20,462,903.0,75.3,4.0
51073,334,12,373,969.0,77.6,5.7
51074,224,7,236,732.0,83.5,3.6
51075,181,28,222,796.0,64.7,7.2
51076,239,73,335,602.0,62.6,12.1
51077,290,103,426,840.0,57.9,12.7
51078,161,28,203,560.0,72.1,6.6
51079,370,19,411,979.0,74.1,7.5
51080,69,30,110,403.0,52.9,11.9
51081,231,6,257,690.0,73.3,5.7
51082,351,46,457,1067.0,65.0,6.4
51083,387,33,480,807.0,72.9,5.1
52001,416,23,481,961.0,67.1,6.1
52002,537,23,595,953.0,63.3,7.1
52003,192,20,234,373.0,60.1,7.0
52004,497,31,580,925.0,63.9,9.4
52005,421,21,471,756.0,65.3,7.5
52006,414,33,488,686.0,66.9,9.2
52007,562,51,681,933.0,73.7,6.1
52008,579,72,715,1048.0,71.8,6.1
52009,332,32,400,971.0,64.7,7.9
52010,662,64,790,1066.0,70.0,8.1
52011,506,48,594,982.0,69.2,8.9
52012,553,68,685,1005.0,70.4,8.1
52013,540,49,655,919.0,73.0,7.7
52014,340,33,418,673.0,72.1,8.6
52015,536,45,635,948.0,71.8,7.0
52016,542,50,653,974.0,71.0,6.5
52017,466,42,561,799.0,68.3,6.4
52018,525,43,618,925.0,72.5,6.5
52019,561,36,650,938.0,74.9,6.3
52020,514,45,622,960.0,68.4,7.9
52021,91,3,103,184.0,72.3,3.8
52022,230,23,274,496.0,78.0,5.8
52023,423,49,508,739.0,70.6,5.0
52024,218,11,251,438.0,66.9,5.0
52025,863,64,996,1514.0,67.7,7.7
52026,366,19,415,714.0,75.8,4.5
52027,1459,68,1640,2420.0,70.8,5.2
52028,569,45,662,972.0,71.7,5.6
52029,466,26,538,856.0,72.1,5.5
52030,567,27,651,1006.0,76.2,5.2
52031,516,14,594,877.0,79.1,2.5
52032,487,30,587,983.0,77.3,3.7
52033,414,12,469,774.0,72.7,3.2
52034,574,33,679,1014.0,75.7,5.0
52035,561,29,663,977.0,69.9,6.7
52036,465,28,563,875.0,72.1,6.3
52037,538,41,642,979.0,76.0,5.3
52038,560,30,649,982.0,75.1,5.9
52039,590,47,723,1094.0,74.3,5.9
52040,607,18,688,1046.0,75.1,4.7
52041,251,18,289,449.0,70.8,6.7
52042,540,40,642,1061.0,66.7,8.8
52043,538,47,638,960.0,72.8,7.3
52044,458,71,577,890.0,71.7,8.2
52045,436,65,561,845.0,69.7,11.5
52046,554,36,659,997.0,70.8,6.4
52047,505,43,599,923.0,71.7,6.2
52048,430,20,511,799.0,74.3,4.3
52049,455,22,513,849.0,77.0,3.3
52050,332,30,399,616.0,76.5,5.8
52051,386,10,407,1122.0,81.8,3.8
52052,339,11,358,1098.0,81.3,3.8
52053,402,15,447,848.0,81.5,3.7
52054,227,15,247,704.0,80.1,5.3
52055,423,18,512,890.0,74.7,3.9
52056,386,19,438,841.0,76.3,3.3
52057,409,20,469,818.0,73.6,5.4
52058,389,20,461,772.0,71.6,5.2
52059,580,30,683,1042.0,76.3,3.9
52060,420,11,462,789.0,79.2,2.8
52061,464,14,537,831.0,79.2,2.9
52062,382,8,423,707.0,77.7,3.3
52063,2,0,2,2.0,50.0,0.0
52064,434,19,502,791.0,76.6,4.6
52065,414,14,477,698.0,79.8,3.9
52066,596,25,682,968.0,78.2,3.8
52067,347,24,418,636.0,76.4,4.9
52068,484,27,577,837.0,77.8,4.3
52069,589,39,683,1006.0,76.5,5.5
52070,652,50,757,1068.0,77.4,5.1
52071,636,28,738,1004.0,79.0,3.6
52072,279,9,317,415.0,81.4,3.4
52073,448,21,531,734.0,81.3,2.6
52074,425,10,496,742.0,77.4,3.2
52075,518,22,606,965.0,81.1,3.2
52076,149,12,185,268.0,81.3,3.7
52077,30,3,35,57.0,84.2,5.3
52078,351,23,403,662.0,73.3,5.9
52079,138,6,168,287.0,72.1,6.3
52080,161,7,191,327.0,76.1,2.4
52081,513,23,597,919.0,78.2,4.1
52082,578,43,699,1145.0,69.8,5.3
52083,466,20,533,905.0,77.3,4.2
52084,505,22,578,956.0,73.8,4.7
52085,504,33,575,902.0,75.3,5.3
52086,533,22,611,856.0,80.0,4.3
52087,575,20,658,966.0,78.5,3.3
52088,335,18,381,645.0,71.6,6.2
52089,645,30,739,1126.0,74.4,3.7
52090,585,30,694,1054.0,73.4,5.4
52091,338,16,400,724.0,73.3,5.1
52092,500,30,599,884.0,76.4,4.8
52093,415,20,496,867.0,69.7,5.2
52094,314,20,397,614.0,75.9,5.5
52095,79,4,99,205.0,66.3,6.8
52096,539,33,620,1002.0,74.9,5.5
52097,733,45,854,1337.0,75.1,5.0
52098,510,63,633,986.0,73.5,6.5
52099,582,26,655,1020.0,74.8,5.0
52100,445,49,539,932.0,73.5,6.4
52101,392,22,465,700.0,78.7,5.0
52102,651,73,771,1120.0,68.6,7.5
52103,512,40,603,933.0,78.0,6.2
52104,300,26,360,480.0,82.7,4.2
52105,460,37,551,873.0,68.8,5.2
52106,20,0,24,43.0,65.1,4.7
52107,453,27,538,898.0,70.8,5.2
52108,460,17,537,761.0,81.1,1.8
52109,268,10,313,587.0,74.3,2.6
52110,487,33,565,929.0,77.4,4.8
52111,441,44,528,807.0,72.9,7.8
52112,477,17,548,905.0,76.6,3.1
52113,582,18,662,900.0,82.6,3.2
52114,498,19,573,828.0,76.8,4.0
52115,313,28,372,526.0,70.7,7.4
52116,516,42,607,970.0,74.3,5.6
52117,474,45,567,891.0,74.2,7.2
52119,0,0,0,2.0,100.0,0.0
53001,279,8,318,740.0,75.9,3.0
53002,191,11,214,949.0,84.4,2.5
53003,355,25,416,1037.0,80.4,2.4
53004,329,9,375,747.0,77.4,3.5
53005,376,19,420,906.0,79.1,3.2
53006,114,3,129,216.0,68.5,2.8
53007,312,12,351,827.0,84.6,2.1
53008,364,13,415,832.0,70.8,3.1
53009,323,17,376,931.0,82.4,3.3
53010,273,15,298,793.0,86.6,4.3
53011,284,5,303,679.0,82.5,1.9
53012,285,10,334,830.0,76.1,4.1
53013,376,11,423,1024.0,78.6,2.3
53014,2,0,3,52.0,84.6,3.8
53015,176,19,201,541.0,75.8,4.6
53016,441,20,526,1092.0,77.6,3.9
53017,390,9,437,886.0,79.3,3.6
53018,461,29,542,1094.0,73.7,5.6
53019,419,36,489,891.0,68.4,7.4
53020,439,50,547,960.0,67.8,7.6
53021,381,17,424,1023.0,80.0,3.4
53022,429,9,484,1012.0,77.1,4.2
53023,423,16,477,977.0,76.2,3.5
53024,219,20,248,561.0,79.1,5.2
53025,441,30,485,1051.0,82.0,2.9
53026,180,21,210,579.0,78.4,3.5
53027,409,24,457,1145.0,80.2,2.6
53028,332,11,368,1070.0,79.3,3.8
53029,262,11,295,676.0,81.1,2.8
53030,448,12,497,970.0,75.3,3.3
53031,363,10,385,949.0,84.9,3.7
53032,355,7,388,948.0,76.8,4.2
53033,429,33,520,937.0,71.8,5.4
53034,405,38,502,971.0,67.5,7.5
53035,403,29,466,862.0,70.8,5.7
53036,308,16,359,941.0,75.0,4.7
53037,290,11,333,769.0,73.5,3.6
53038,132,3,146,347.0,69.7,5.2
53039,405,10,464,961.0,76.2,3.7
53040,159,3,167,672.0,78.6,5.7
53041,276,10,291,995.0,82.4,4.5
53042,193,5,204,746.0,81.4,4.3
53043,268,2,275,884.0,83.5,2.8
53044,388,13,442,1037.0,74.4,4.0
53045,471,23,527,1172.0,79.7,4.2
53046,350,20,402,866.0,80.9,2.9
53047,388,16,463,1006.0,73.1,2.7
53048,338,15,410,1032.0,70.7,3.6
53049,87,3,101,187.0,77.0,3.2
53050,350,19,422,1031.0,71.4,6.6
53051,209,5,218,660.0,83.6,3.0
53052,38,0,45,85.0,67.1,1.2
53053,360,25,436,844.0,73.3,4.1
53054,400,16,469,1034.0,73.2,3.5
53055,330,14,388,906.0,75.1,3.4
53056,473,15,532,1112.0,75.1,2.3
53057,405,8,454,1084.0,76.7,4.2
53058,359,16,428,1029.0,74.2,4.3
53059,451,19,523,1052.0,79.1,3.9
53060,517,16,615,1133.0,76.6,3.1
53061,394,17,445,1069.0,79.0,4.7
53062,121,4,140,343.0,72.3,5.5
53063,455,11,520,1093.0,74.7,3.0
53064,362,9,414,943.0,74.9,3.6
53065,288,37,354,884.0,66.5,8.6
53066,413,23,476,1005.0,74.6,5.8
53067,438,26,525,1151.0,73.1,5.6
53068,328,15,388,934.0,72.8,4.5
53069,327,17,375,1037.0,73.0,4.6
53070,377,23,441,1031.0,75.7,5.0
53071,251,7,267,807.0,79.7,3.8
53072,319,17,382,943.0,75.1,4.1
53073,326,11,347,843.0,81.4,4.4
53074,376,8,409,923.0,81.8,4.1
53075,207,6,222,640.0,78.9,4.8
53076,421,15,497,1017.0,75.9,3.6
53077,404,7,445,954.0,80.1,3.7
53078,61,52,120,984.0,85.1,7.5
53079,172,8,188,509.0,74.3,5.9
53080,404,24,456,942.0,79.6,3.0
53081,158,13,176,513.0,81.9,4.3
53082,359,10,410,1015.0,76.6,3.7
53083,306,9,336,761.0,78.4,2.2
53084,279,12,310,749.0,82.2,4.0
53085,215,28,254,569.0,72.2,5.8
53086,186,28,220,581.0,78.0,4.6
53087,413,15,468,1070.0,75.0,3.8
53088,418,20,485,1062.0,76.6,3.9
54001,97,3,102,311.0,79.1,1.6
54002,247,15,271,781.0,75.2,4.6
54003,213,11,226,965.0,71.8,6.0
54004,248,14,273,1000.0,71.8,5.4
54005,69,1,72,233.0,79.0,7.7
54006,55,3,58,299.0,71.9,8.4
54007,313,5,340,816.0,79.4,2.3
54008,280,1,297,867.0,79.5,2.8
54009,293,8,314,800.0,83.4,3.1
54010,329,6,367,874.0,78.6,3.3
54011,334,9,361,1002.0,79.4,3.0
54012,358,9,406,885.0,74.9,2.9
54013,312,8,347,720.0,74.6,2.6
54014,38,0,42,126.0,75.4,4.0
54015,162,3,188,316.0,80.1,2.8
54017,116,2,128,204.0,80.9,2.5
54018,3,0,3,8.0,75.0,0.0
54019,276,17,308,832.0,80.6,4.2
54020,402,13,456,1123.0,76.0,4.9
54021,301,19,354,847.0,78.0,3.8
54022,309,16,353,803.0,74.0,4.4
54023,327,14,375,1067.0,74.5,6.1
54024,269,11,308,1054.0,74.9,5.3
54025,413,14,476,1067.0,76.0,5.4
54026,55,2,57,136.0,77.2,2.9
54027,256,7,284,746.0,79.8,3.8
54028,389,18,435,941.0,82.1,3.0
54029,314,6,345,887.0,78.2,3.4
54030,336,9,365,964.0,79.5,3.7
54031,275,14,309,833.0,76.0,4.2
54032,246,16,279,793.0,78.9,4.5
54033,354,6,392,988.0,74.6,3.8
54034,297,10,325,817.0,81.4,2.7
54035,300,8,338,775.0,79.5,2.6
54036,304,12,354,880.0,76.4,3.5
54037,328,10,364,935.0,78.6,3.9
54038,296,13,334,787.0,76.6,4.4
54039,293,7,318,794.0,75.1,3.3
54040,115,1,129,285.0,77.2,6.3
54041,356,10,375,1113.0,76.1,5.5
54042,283,9,296,838.0,78.2,3.8
54043,357,26,402,956.0,77.7,4.2
54044,261,10,278,937.0,75.7,5.5
54045,263,17,288,916.0,74.6,5.3
54046,381,12,402,1070.0,77.6,5.0
54047,241,12,262,950.0,74.3,4.6
54048,283,18,311,1064.0,73.6,6.2
54049,298,14,317,1056.0,75.3,4.9
54050,314,33,352,1074.0,74.0,7.2
54051,329,27,363,1152.0,71.5,6.2
54052,258,19,290,893.0,72.1,6.3
54053,216,13,236,929.0,74.9,5.6
54054,189,14,206,799.0,76.1,6.0
54055,210,14,232,875.0,71.7,7.2
54056,200,12,218,734.0,75.5,6.1
54057,314,23,348,1008.0,73.7,5.9
54058,271,16,298,1013.0,73.2,6.2
54059,246,23,275,922.0,74.0,6.6
54060,387,9,416,950.0,80.1,3.6
54061,313,5,345,788.0,79.4,2.7
54062,297,12,326,743.0,78.1,4.0
54063,374,10,422,1037.0,80.0,3.1
54064,232,3,257,703.0,79.8,3.0
54065,222,9,242,937.0,74.7,5.0
54066,261,23,292,988.0,71.8,8.4
54067,311,8,324,991.0,75.2,4.0
54068,300,5,311,1095.0,77.0,3.3
54069,277,14,294,873.0,78.1,3.0
54070,244,5,254,633.0,78.8,3.2
54071,158,7,169,463.0,80.1,4.1
54072,38,1,41,136.0,66.9,5.9
54073,321,10,353,726.0,78.1,2.9
54074,268,6,309,750.0,77.6,2.8
54075,85,0,86,291.0,75.9,3.8
54076,310,10,346,1028.0,80.8,3.4
54077,166,7,192,465.0,78.7,3.9
54079,164,5,173,556.0,76.4,5.0
54080,283,33,324,1064.0,74.0,6.1
54081,226,21,256,962.0,74.0,7.0
54082,212,21,238,799.0,74.0,5.1
54083,289,15,312,985.0,74.8,5.5
54084,226,7,250,546.0,79.3,3.3
54085,275,7,305,838.0,77.4,4.5
54086,305,15,349,944.0,73.7,4.1
54087,218,8,243,683.0,76.6,2.3
54088,304,3,326,678.0,79.9,3.1
54089,274,3,297,764.0,78.9,3.1
55002,322,3,359,657.0,79.3,4.4
55003,110,0,117,227.0,82.4,4.8
55004,339,9,375,741.0,79.9,2.6
55005,56,1,59,159.0,81.8,3.1
55006,209,5,221,488.0,83.4,3.1
55007,326,9,366,895.0,76.0,2.9
55008,35,0,38,94.0,90.4,1.1
55009,370,9,395,915.0,83.3,2.8
55010,395,5,439,859.0,83.0,3.6
55011,413,3,440,966.0,82.0,1.6
55012,422,3,444,922.0,83.2,2.9
55013,23,0,23,82.0,75.6,3.7
55014,307,12,332,756.0,77.2,3.7
55015,269,9,306,671.0,80.8,3.6
55016,410,18,441,1087.0,81.3,5.1
55017,218,2,237,498.0,82.5,1.6
55018,456,13,493,1005.0,84.5,2.1
55019,497,7,530,1117.0,81.1,4.5
55020,499,10,534,1070.0,83.1,2.8
55021,329,2,342,1033.0,82.4,3.7
55022,314,1,321,882.0,82.1,3.1
55023,458,5,478,941.0,84.8,1.8
55024,417,1,439,1016.0,82.8,2.1
55025,394,2,412,1052.0,79.9,2.6
55026,99,6,106,288.0,78.1,5.2
55027,190,13,212,561.0,79.0,5.5
55028,156,5,164,419.0,80.0,3.6
55029,147,2,155,328.0,80.2,4.0
55030,270,3,287,808.0,80.0,2.1
55031,368,9,378,674.0,89.0,1.8
55032,349,4,367,908.0,80.6,2.6
55033,401,5,419,924.0,83.7,2.2
55034,352,7,365,802.0,83.3,1.0
55035,226,2,231,402.0,85.6,1.7
55036,39,0,39,102.0,87.3,2.9
55037,148,9,170,520.0,76.0,5.6
55038,153,7,164,534.0,72.1,5.1
55039,0,1,1,9.0,33.3,11.1
55040,67,2,75,144.0,84.0,2.1
55041,162,3,168,418.0,78.5,4.8
55045,265,10,283,824.0,79.0,4.0
55046,382,13,407,928.0,79.2,3.4
55047,172,1,174,355.0,82.8,2.8
55048,360,5,374,1008.0,77.4,3.3
55049,240,7,254,588.0,79.6,3.2
55050,73,2,78,186.0,77.4,4.3
55051,21,3,24,83.0,78.3,2.4
55052,110,0,113,288.0,77.8,4.5
55053,101,0,103,234.0,83.8,0.9
55054,34,0,34,117.0,68.4,5.1
55055,280,10,297,916.0,82.2,3.7
55056,57,0,57,114.0,78.1,2.6
55057,311,8,331,1022.0,82.6,3.2
55058,234,5,246,845.0,83.3,3.4
55059,284,6,299,875.0,80.2,3.5
55060,89,1,92,257.0,81.7,1.2
55061,3,0,3,3.0,66.7,0.0
55062,212,8,226,579.0,88.4,2.8
55063,146,3,151,311.0,81.7,4.5
55064,361,6,375,920.0,81.6,3.8
55065,307,4,321,996.0,80.1,3.4
55066,201,9,219,640.0,78.0,5.3
55067,216,6,232,891.0,80.6,3.5
55068,212,5,224,781.0,81.0,4.4
55069,318,3,322,925.0,82.8,2.8
55070,177,1,181,672.0,80.7,4.2
55071,203,6,211,672.0,79.5,2.7
55072,208,7,220,637.0,78.0,5.3
55074,287,9,304,709.0,82.7,3.0
55075,313,2,320,763.0,84.4,3.5
55076,336,4,350,880.0,83.4,1.7
55077,68,1,70,137.0,81.8,3.6
55078,315,4,323,811.0,84.5,3.0
55079,280,2,295,846.0,82.7,3.0
55080,299,7,311,953.0,79.6,3.6
55081,343,5,360,1033.0,82.3,2.8
55082,390,2,405,988.0,78.9,2.6
55083,339,3,354,952.0,79.4,3.0
55084,437,11,463,1158.0,82.0,2.6
55085,367,9,392,850.0,81.5,2.9
55086,353,11,376,876.0,81.2,2.7
55087,283,7,298,631.0,84.5,1.7
55088,389,5,401,880.0,85.9,2.3
55089,382,3,392,892.0,83.3,3.1
55090,337,9,350,900.0,84.4,3.0
55091,352,12,378,845.0,82.7,2.4
55092,383,3,396,1000.0,84.2,1.8
55093,395,9,415,1007.0,82.9,4.0
55094,357,4,370,1012.0,82.7,3.8
55095,109,0,110,349.0,78.2,2.0
55096,360,2,364,812.0,82.1,2.6
55097,326,2,335,873.0,81.7,4.0
55098,66,0,67,124.0,78.2,8.1
55099,452,9,473,956.0,82.3,3.1
55100,215,4,221,554.0,77.6,3.6
55101,262,2,281,590.0,83.2,2.7
55102,335,6,355,902.0,80.5,3.1
55103,420,10,443,916.0,81.3,3.3
55104,284,1,294,636.0,81.9,3.1
55105,196,6,208,412.0,84.0,4.6
55106,412,11,437,924.0,83.1,2.9
55107,503,5,516,1089.0,82.2,2.2
55108,303,3,312,639.0,87.6,1.3
55109,226,3,242,504.0,82.1,2.4
55110,218,7,226,732.0,79.2,4.5
56001,248,9,261,819.0,80.7,3.3
56002,325,8,338,1056.0,79.9,3.6
56003,251,5,256,730.0,82.5,2.5
56004,259,4,268,778.0,81.2,2.3
56005,277,5,299,714.0,81.8,1.8
56006,348,8,364,966.0,83.5,2.9
56007,283,5,294,913.0,81.3,4.2
56008,348,10,361,998.0,82.5,2.0
56009,302,5,313,992.0,82.9,3.1
56010,314,13,334,978.0,82.9,3.0
56011,441,13,492,1025.0,80.1,2.5
56012,387,11,431,873.0,79.8,2.5
56013,406,10,458,932.0,79.9,2.1
56014,414,14,477,977.0,77.6,3.6
56015,502,8,554,1121.0,82.2,2.4
56016,442,13,497,1041.0,80.8,3.6
56017,418,3,447,1090.0,80.5,2.4
56018,418,4,449,896.0,83.6,2.1
56019,427,9,481,952.0,81.0,2.0
56020,254,5,275,591.0,82.2,3.7
56021,387,10,426,922.0,80.0,3.4
56022,439,5,475,894.0,83.3,2.2
56023,447,13,492,1036.0,81.3,2.0
56024,458,10,508,1181.0,79.8,3.6
56025,442,15,484,1094.0,82.2,2.6
56026,321,3,354,808.0,82.5,2.2
56027,415,4,456,1066.0,80.5,2.4
56028,476,12,523,1076.0,80.4,2.3
56029,347,4,366,950.0,83.7,2.6
56030,413,2,424,1032.0,84.5,2.6
56031,363,5,391,853.0,82.2,2.7
56032,516,10,571,1070.0,82.8,3.3
56033,460,7,491,950.0,84.1,2.2
56034,346,6,377,866.0,81.2,2.9
56035,504,6,543,1074.0,81.9,1.7
56036,407,3,449,952.0,81.7,3.4
56037,426,4,483,948.0,82.0,4.1
56038,527,7,578,1022.0,84.0,1.7
56039,384,6,418,754.0,83.0,2.0
56040,460,5,517,1001.0,83.3,2.1
56041,497,4,526,1040.0,84.3,2.4
56042,529,3,570,1057.0,82.7,2.2
56043,442,6,481,901.0,83.1,1.8
56044,374,9,413,897.0,79.0,3.0
56045,471,5,504,1026.0,82.2,1.9
56046,412,2,429,844.0,85.8,2.1
56047,454,6,489,955.0,83.5,2.3
56048,496,7,541,1025.0,83.8,1.7
56049,462,11,513,964.0,80.7,2.5
56050,443,9,480,871.0,84.3,1.4
56051,360,3,380,818.0,84.7,2.3
